Year	Sample	Keyword	Score	Sample	Keyword	Score
0.1_percent	2021	omicron	2118.929	1_percent	covid	94.1346
0.1_percent	2021	covid	1857.254	1_percent	pandemic	37.222
0.1_percent	2021	ðÿ	512.8831	1_percent	covid-19	31.4317
0.1_percent	2021	vaccinate	405.8459	1_percent	vaccine	25.509
0.1_percent	2021	unvaccinated	290.1123	1_percent	omicron	24.7035
0.1_percent	2021	lockdown	283.093	1_percent	lockdown	18.0388
0.1_percent	2021	covid19	222.0887	1_percent	vaccinated	14.2323
0.1_percent	2021	fauci	221.7052	1_percent	vaccines	11.3861
0.1_percent	2021	pandemic	209.1267	1_percent	mask	10.3184
0.1_percent	2021	vax	168.5298	1_percent	deaths	9.4317
0.1_percent	2021	vaccine	166.2452	1_percent	coronavirus	8.8027
0.1_percent	2021	vaxxed	143.9807	1_percent	vaccination	8.1368
0.1_percent	2021	corona	139.0567	1_percent	virus	7.8702
0.1_percent	2021	covid-19	129.8418	1_percent	cases	7.4174
0.1_percent	2021	ivermectin	108.7261	1_percent	ðÿ	7.2307
0.1_percent	2021	wuhan	106.0456	1_percent	cdc	6.8825
0.1_percent	2021	vaccination	103.6593	1_percent	masks	6.8699
0.1_percent	2021	pfizer	100.4088	1_percent	variant	6.4502
0.1_percent	2021	jab	93.1322	1_percent	corona	6.1632
0.1_percent	2021	cdc	90.0314	1_percent	wear	5.7896
0.1_percent	2021	govt	87.7064	1_percent	delta	5.3749
0.1_percent	2021	moderna	85.5386	1_percent	biden	5.1626
0.1_percent	2021	desantis	82.5215	1_percent	unvaccinated	5.0327
0.1_percent	2021	biden	71.9863	1_percent	stay	4.6572
0.1_percent	2021	icu	68.4836	1_percent	govt	4.3133
0.1_percent	2021	unvaxxed	67.5296	1_percent	covid19	4.243
0.1_percent	2021	coronavirus	67.2632	1_percent	restrictions	4.1023
0.1_percent	2021	mask	62.365	1_percent	spread	3.8778
0.1_percent	2021	sars-cov-2	61.3954	1_percent	flu	3.792
0.1_percent	2021	booster	61.3312	1_percent	doses	3.7331
0.1_percent	2021	ssrians	59.372	1_percent	positive	3.7252
0.1_percent	2021	distancing	54.6789	1_percent	distancing	3.702
0.1_percent	2021	retweet	52.8747	1_percent	outbreak	3.5589
0.1_percent	2021	anti-vaxxer	50.4832	1_percent	booster	3.5516
0.1_percent	2021	dose2	50.2623	1_percent	hospital	3.4967
0.1_percent	2021	dose1	50.246	1_percent	tested	3.3636
0.1_percent	2021	ppl	50.1873	1_percent	please	3.334
0.1_percent	2021	myocarditis	47.2856	1_percent	fauci	3.3281
0.1_percent	2021	al-yamani	45.9957	1_percent	junta	3.316
0.1_percent	2021	hospitalization	45.9882	1_percent	pfizer	3.3144
0.1_percent	2021	kumbh	45.6334	1_percent	people	3.3132
0.1_percent	2021	ssrian	44.9695	1_percent	ø	3.288
0.1_percent	2021	downing	43.646	1_percent	trump	3.2796
0.1_percent	2021	variant	43.5412	1_percent	safe	3.2785
0.1_percent	2021	post-pandemic	43.1953	1_percent	died	3.2462
0.1_percent	2021	n95	43.1674	1_percent	immunity	3.1927
0.1_percent	2021	astrazeneca	42.8108	1_percent	vax	3.1867
0.1_percent	2021	pre-pandemic	42.6074	1_percent	dose	3.1785
0.1_percent	2021	jungwon	42.416	1_percent	june	3.155
0.1_percent	2021	breaking	39.6262	1_percent	oxygen	3.13
0.1_percent	2021	chsl	39.104	1_percent	why	3.0801
0.1_percent	2021	vaxed	38.977	1_percent	sick	3.0692
0.1_percent	2021	anti-lockdown	38.77	1_percent	india	3.0621
0.1_percent	2021	post-covid	38.2425	1_percent	kids	3.0296
0.1_percent	2021	ni-ki	37.982	1_percent	wuhan	3.0247
0.1_percent	2021	nicki	37.233	1_percent	lockdowns	3.0226
0.1_percent	2021	minaj	36.869	1_percent	plasma	3.0187
0.1_percent	2021	immensa	36.819	1_percent	wave	3.0146
0.1_percent	2021	ल_कर	36.331	1_percent	health	3.0018
0.1_percent	2021	à	35.863	1_percent	mandates	2.9557
0.1_percent	2021	junta	35.6336	1_percent	via	2.9103
0.1_percent	2021	spo2	35.5485	1_percent	jab	2.9052
0.1_percent	2021	gov	35.4433	1_percent	infection	2.8817
0.1_percent	2021	sunghoon	35.443	1_percent	today	2.8771
0.1_percent	2021	quarantine	35.1801	1_percent	hospitals	2.8733
0.1_percent	2021	jandj	34.7655	1_percent	variants	2.8691
0.1_percent	2021	misinformation	34.3605	1_percent	rodgers	2.868
0.1_percent	2021	hospitalisation	34.1841	1_percent	dying	2.8672
0.1_percent	2021	rodgers	34.1155	1_percent	uk	2.861
0.1_percent	2021	dictatorship	33.988	1_percent	vaccinations	2.8317
0.1_percent	2021	asharamji	33.7716	1_percent	nhs	2.8069
0.1_percent	2021	anti-coup	33.605	1_percent	stop	2.8012
0.1_percent	2021	greensill	33.061	1_percent	vaxxed	2.7576
0.1_percent	2021	vaxx	32.5052	1_percent	icu	2.7547
0.1_percent	2021	bapu	32.4978	1_percent	everyone	2.7438
0.1_percent	2021	kanwar	32.391	1_percent	workers	2.7328
0.1_percent	2021	anti-vax	32.3472	1_percent	relief	2.7143
0.1_percent	2021	delta	32.0366	1_percent	crisis	2.7098
0.1_percent	2021	sturgis	31.616	1_percent	die	2.7094
0.1_percent	2021	ji	31.6109	1_percent	tests	2.7023
0.1_percent	2021	이펙스	31.401	1_percent	infected	2.6997
0.1_percent	2021	javid	30.634	1_percent	getting	2.6798
0.1_percent	2021	ए_बह	30.579	1_percent	wearing	2.6756
0.1_percent	2021	pre-covid	30.3083	1_percent	americans	2.6746
0.1_percent	2021	heeseung	30.26	1_percent	fully	2.67
0.1_percent	2021	hospitalize	30.0612	1_percent	infections	2.6687
0.1_percent	2021	bapuji	29.4593	1_percent	patients	2.6486
0.1_percent	2021	ssc	29.281	1_percent	shit	2.6462
0.1_percent	2021	anti-asian	29.2762	1_percent	due	2.6268
0.1_percent	2021	rogan	29.2564	1_percent	testing	2.621
0.1_percent	2021	gain-of-function	29.2453	1_percent	quarantine	2.6041
0.1_percent	2021	maskless	28.9698	1_percent	july	2.5977
0.1_percent	2021	तन_द	28.923	1_percent	get	2.593
0.1_percent	2021	âtm	28.8924	1_percent	austria	2.574
0.1_percent	2021	ventilator	28.7757	1_percent	doctors	2.5656
0.1_percent	2021	concentrator	28.6573	1_percent	lives	2.5552
0.1_percent	2021	boris	28.624	1_percent	â	2.5503
0.1_percent	2021	ramdev	28.4083	1_percent	nsw	2.5481
0.1_percent	2021	र	27.863	1_percent	ca	2.5476
0.1_percent	2021	á	27.839	1_percent	test	2.5301
0.1_percent	2021	yatra	27.712	1_percent	exams	2.5171
0.1_percent	2021	cuomo	27.6098	1_percent	breaking	2.5166
0.1_percent	2021	immunity	27.5918	1_percent	mandate	2.5152
0.1_percent	2021	distribution-dss	27.4565	1_percent	u	2.5112
0.1_percent	2021	modi	27.422	1_percent	spreading	2.499
0.1_percent	2021	ï	27.3528	1_percent	death	2.488
0.1_percent	2021	inauguration	27.099	1_percent	ppl	2.4751
0.1_percent	2021	psaki	26.9936	1_percent	christmas	2.4417
0.1_percent	2021	eid	26.93	1_percent	surge	2.439
0.1_percent	2021	kejriwal	26.924	1_percent	symptoms	2.4343
0.1_percent	2021	positivity	26.8475	1_percent	johnson	2.4265
0.1_percent	2021	president-elect	26.73	1_percent	aaron	2.414
0.1_percent	2021	flu	26.4093	1_percent	thank	2.4109
0.1_percent	2021	virus	26.2836	1_percent	protect	2.4102
0.1_percent	2021	cower	26.28	1_percent	oct	2.402
0.1_percent	2021	bakrid	26.278	1_percent	epidemic	2.3881
0.1_percent	2021	dewormer	26.177	1_percent	risk	2.3879
0.1_percent	2021	powell	25.998	1_percent	news	2.3861
0.1_percent	2021	rollout	25.8653	1_percent	powell	2.354
0.1_percent	2021	ðÿtm	25.8639	1_percent	indian	2.3483
0.1_percent	2021	seuss	25.818	1_percent	fuck	2.3473
0.1_percent	2021	इन_पर	25.751	1_percent	à	2.3426
0.1_percent	2021	एक	25.559	1_percent	fucking	2.3366
0.1_percent	2021	ï1	25.479	1_percent	boris	2.3238
0.1_percent	2021	dawei	25.473	1_percent	delhi	2.3186
0.1_percent	2021	monywa	25.398	1_percent	now	2.2931
0.1_percent	2021	unvaxed	25.2033	1_percent	bill	2.2925
0.1_percent	2021	nasser	25.195	1_percent	passports	2.2872
0.1_percent	2021	fmg	24.915	1_percent	tweet	2.2548
0.1_percent	2021	haridwar	24.763	1_percent	shot	2.2526
0.1_percent	2021	ð	24.6617	1_percent	during	2.2465
0.1_percent	2021	plasma	24.4265	1_percent	boosters	2.2343
0.1_percent	2021	xmas	24.1277	1_percent	w	2.2323
0.1_percent	2021	covid-related	23.9892	1_percent	wo	2.2168
0.1_percent	2021	pingdemic	23.936	1_percent	government	2.1917
0.1_percent	2021	sajid	23.9247	1_percent	deadly	2.1806
0.1_percent	2021	birx	23.8958	1_percent	home	2.1737
0.1_percent	2021	mrna	23.864	1_percent	months	2.1658
0.1_percent	2021	ù	23.8158	1_percent	amid	2.1584
0.1_percent	2021	mandate	23.7192	1_percent	bed	2.1415
0.1_percent	2021	ðÿš	23.7111	1_percent	modi	2.1405
0.1_percent	2021	gladys	23.5148	1_percent	colin	2.136
0.1_percent	2021	ياريس_ارجوك_الطلاب_هتموت	23.266	1_percent	boosted	2.135
0.1_percent	2021	ccp	23.1895	1_percent	got	2.1342
0.1_percent	2021	ese	23.063	1_percent	shots	2.1332
0.1_percent	2021	regeneron	22.9804	1_percent	cm	2.1273
0.1_percent	2021	walgreen	22.8953	1_percent	sars-cov-2	2.1146
0.1_percent	2021	delhi	22.8517	1_percent	lock	2.1128
0.1_percent	2021	ppe	22.8279	1_percent	schools	2.1127
0.1_percent	2021	mela	22.7705	1_percent	ivermectin	2.1065
0.1_percent	2021	asymptomatic	22.6665	1_percent	myanmar	2.1037
0.1_percent	2021	covishield	22.6572	1_percent	weeks	2.1021
