Item	Frequency	Score
social distancing	10557	0.5545055973442139
donald trump	4568	0.3202725428346663
boris johnson	3994	0.28200371713637223
new zealand	3977	0.32147403336446345
new york	3609	0.32975414640800504
coronavirus cases	2871	0.8224835839734427
joe biden	2636	0.2824480578294907
president trump	2595	0.37310763249182227
nursing homes	2535	0.4674934732694855
covid cases	1970	0.683037345609179
corona virus	1911	0.5010484177975628
new cases	1880	0.7036640130309028
george floyd	1781	0.2830111674918944
greg abbott	1609	0.14213267538115218
black lives	1509	0.46803529084218615
dominic cummings	1457	0.2743744675585704
south carolina	1426	0.27564679994703817
mike pence	1400	0.1925426771742492
matt hancock	1340	0.24940472152070628
black people	1296	0.6469224572783457
covid patients	1272	0.5872031904885021
face masks	1247	0.515127591618894
hong kong	1192	0.28837293647584095
social distance	1126	0.42918813241227743
south africa	1097	0.3074222788102634
dr. fauci	1082	0.41130579900573144
police brutality	1050	0.3825557402830707
north carolina	1021	0.2705667196995865
coronavirus testing	1018	0.5317600860583572
white house	1016	0.3102442467617664
public health	980	0.5211506196591271
health care	941	0.4408793948820955
memorial day	873	0.47971221187500634
young people	853	0.6136154519463343
south korea	825	0.2780486649626904
los angeles	758	0.246331512266762
care homes	716	0.49621667390716745
social media	709	0.4774360507743473
new jersey	708	0.2345620291069241
covid deaths	702	0.5540275541194244
ron desantis	692	0.1608989248052699
no one	652	0.15979048654224312
coronavirus pandemic	636	0.8503009912636065
next week	630	0.41564439463228153
trumps rally	628	0.1339429306754868
next year	611	0.44817763293744745
small businesses	605	0.39905822078247005
no masks	603	0.19052197806941135
pride month	598	0.22405394850684446
anthony fauci	584	0.23025766255994434
fox news	582	0.22621676172789285
face coverings	575	0.31516315877665674
student nurses	572	0.10410006067674607
herd immunity	568	0.30714508200333596
asian americans	559	0.06627605925885055
tear gas	541	0.16361792142783332
physical distancing	526	0.38432801448317744
systemic racism	520	0.2862037789329031
active cases	519	0.5739737570923565
neil ferguson	502	0.028265880657518155
san antonio	497	0.184277430592675
cdc guidelines	490	0.24572010996911406
north korea	486	0.1549027867080874
mitch mcconnell	486	0.1858169136891557
supreme court	486	0.19601502463398227
loved ones	475	0.32660326118340693
lockdown rules	468	0.3796925676464304
world war	458	0.23175999259937347
covid warriors	436	0.21128224317988747
challenging times	432	0.30030088688891343
covid-19 cases	426	0.2540307146201348
steve mnuchin	426	0.059706239607450126
essential workers	424	0.2579593630948912
andrew cuomo	418	0.2235307223782924
good news	414	0.31990978654983576
positive cases	405	0.5733323556938146
trump supporters	402	0.22228825121341436
fake news	399	0.33933193402314615
climate change	392	0.29208302990719404
icu beds	392	0.17402778176661987
early march	388	0.21282844487922054
confirmed cases	386	0.5582728104120525
orange county	383	0.19429955312530112
amit shah	381	0.16824380733839792
lindsey graham	379	0.05538974334891638
jefferson county	376	0.03393349574859379
health insurance	375	0.21556975137798803
coronavirus deaths	373	0.6023036908010714
contact tracing	373	0.2626921522416151
donald trumps	372	0.1021051068748413
coming weeks	371	0.14345483880088172
death toll	365	0.48275445920927595
