Item	Frequency	Score
covid relief	4174	0.7434729274130647
joe biden	4158	0.35719289169637247
social distancing	3232	0.38576575034273775
boris johnson	2994	0.30814306148034787
president biden	2707	0.3548729908127747
new york	2212	0.3355482315228469
ron desantis	2068	0.29066344145499395
asian americans	1824	0.38003741232818156
covid cases	1549	0.74663863514095
donald trump	1432	0.3141570773727353
nursing homes	1357	0.47340130523809854
covid vaccine	1322	0.8069106545647281
new zealand	1246	0.30975764271667217
next week	1224	0.4776040181538374
covid vaccines	1190	0.9270489366126886
hundreds of thousands	1185	0.1920105927407483
ron johnson	1159	0.166469988952724
covid deaths	1139	0.7391481386600905
south africa	1133	0.3509135119613789
small businesses	1114	0.41060763071671297
greg abbott	1111	0.15864880251272523
miami beach	1069	0.10866296160692687
mask mandates	1059	0.5513619111334065
covid patients	945	0.7317351146096109
marco rubio	931	0.22772548062399586
young people	916	0.597579361447618
covid-19 vaccines	902	0.42291852836614763
covid restrictions	879	0.7491430510936242
andrew cuomo	830	0.28897249849624007
public health	826	0.509052853034663
dr. fauci	823	0.47868499074107596
white house	812	0.3074197597448496
ted cruz	677	0.2205077579332793
spring break	670	0.33147488659939245
merrick garland	656	0.11196986266839712
jeff bezos	598	0.20982237221036273
blood clots	585	0.2414441767973208
long covid	584	0.789710936636089
imran khan	563	0.12127230124028836
kamala harris	558	0.2411453165121103
social media	533	0.4032821602631646
los angeles	527	0.27819679093128247
new variants	525	0.5267957919186628
herd immunity	524	0.3456072229473423
tens of thousands	523	0.17256626736469716
hate crimes	520	0.2874481323159882
illegal immigrants	513	0.2906706967602796
gun violence	513	0.21268431052046172
no one	512	0.18009697940311092
nicola sturgeon	510	0.24367446644751994
covid contracts	502	0.3693338289491581
south korea	494	0.22580034514021619
social distance	476	0.39099621199387286
new cases	475	0.6129965938394879
vaccine distribution	472	0.5175978006989206
corona virus	466	0.45667649865536253
climate change	462	0.34432262186804835
south dakota	451	0.19149790597523061
bill clinton	448	0.11146374036078106
how many people	447	0.33737759490414043
astrazeneca vaccine	445	0.6156246283222984
senate democrats	443	0.12468469155720494
vaccinated people	443	0.5779646851994529
so many people	440	0.3515690285779486
illegal aliens	440	0.2319170711651411
loved ones	439	0.3862244851553948
mental health	437	0.49538939646587077
nhs staff	437	0.22175790040876636
covid-19 vaccine	429	0.4031182986467042
doug ford	425	0.26796886766065714
vaccine passports	421	0.6664964827269005
child poverty	416	0.2970551048023853
saudi arabia	416	0.20945319266271972
tens of millions	403	0.1267631669785507
covid tests	394	0.6641260394535008
over a year	387	0.18371523126809278
san francisco	383	0.2551248084981933
hong kong	382	0.2655018938817569
next year	380	0.5731329753375949
no masks	377	0.19377315131594047
covid relief bill	374	0.45958374012427405
taylor swift	373	0.11994616021670702
anthony fauci	366	0.2879919436343792
good news	363	0.353916403857905
dr. birx	362	0.09177992114237485
cdc guidelines	360	0.2787215619020509
face masks	359	0.5030265220558511
president trump	354	0.28589752784742356
matt hancock	348	0.2350341969548271
deborah birx	347	0.1037934785061232
health care	344	0.4941890315680181
stimulus checks	343	0.21055892999767947
dan crenshaw	340	0.07963780055353843
asian american	339	0.21002278139397562
sarah everard	339	0.11131183047578343
jared kushner	337	0.10601526067669965
south african	336	0.2665431249767989
disabled people	335	0.520297971826311
covid vaccination	328	0.6932125771836478
fox news	328	0.2654037344284076
rochelle walensky	324	0.12953814692511118
northern ireland	324	0.2966179654442054
kung flu	322	0.13275914478013073
another lockdown	318	0.23462437549977
fully vaccinated people	312	0.1259930733459682
trans kids	311	0.05408710362746098
active cases	310	0.47290585720804307
healthcare workers	304	0.3783587511459702
president joe biden	304	0.30818694326735807
lockdown rules	304	0.4010505461637535
essential workers	302	0.38134499002208266
gretchen whitmer	302	0.11227477428605467
covid rules	295	0.662899805863363
new study	294	0.2732871430642775
stacey abrams	290	0.04302995192289226
pm modi	288	0.2412545173571502
krispy kreme	288	0.06525403364757933
first dose	282	0.3723663599184245
coronavirus vaccines	281	0.702075861099323
chris whitty	281	0.12436650172740019
nhs workers	277	0.2532958794316761
joe bidens	274	0.13967517711291103
covid testing	273	0.418666501157048
coronavirus cases	273	0.4714168808855984
united states	272	0.20365847703861134
china virus	271	0.2887330054322868
dr. seuss	271	0.20286849640756657
new jersey	270	0.3264470204320945
jen psaki	270	0.17648824988191542
kevin mccarthy	268	0.12183405147782773
jay baker	268	0.048290966505744534
supreme court	267	0.1744018257863774
puerto rico	266	0.21135014870362961
lockdown restrictions	265	0.42266448610000124
joe manchin	264	0.11999399107140776
new york city	262	0.29772533148175256
bill gates	262	0.3599585960251001
marjorie taylor greene	257	0.07419175533511002
scott morrison	245	0.1348398726413699
melania trump	242	0.06278361542516149
positive illegal immigrants	239	0.1888667718521525
chris cuomo	237	0.09352908019083833
no vaccine	227	0.22480784476749566
mass shootings	227	0.0853550325171432
nearly a year	226	0.10682477283308564
no social distancing	224	0.18813065292201947
west bengal	224	0.1434610682593285
white supremacy	224	0.1172840774619138
court order	222	0.09310304132401094
rand paul	222	0.07657286775595283
health officials	220	0.41771756364732004
scott atlas	220	0.06772247704982162
dr fauci	217	0.19981087879388568
mask mandate	217	0.29213607040012735
health workers	216	0.4545003142172973
el paso	215	0.13860888271871313
robert redfield	215	0.07816130125430995
house democrats	214	0.12420526426017472
mitch mcconnell	214	0.13965886562822058
dominic cummings	213	0.12446132805906461
covid-19 pandemic	211	0.39665140232597507
early evening	211	0.03609605901593528
side effects	209	0.3115098716584768
covid variants	208	0.3997644361445832
peter daszak	207	0.1459653343373144
black people	206	0.48674031398111356
